,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
15573,0,0,3.8,38,Quick Bites,"Chinese, Beverages, Street Food",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,3.7
15574,0,0,3.7,0,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15575,0,0,3.2,5,Quick Bites,"South Indian, North Indian, Chinese",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,1.8
15576,0,0,3.2,9,Quick Bites,North Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.3
15577,0,0,3.7,0,Quick Bites,Chinese,500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,0.0
15578,0,0,3.7,0,Quick Bites,Chinese,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,0.0
15579,0,0,3.1,6,Quick Bites,Biryani,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.9
15580,0,0,3.7,0,Quick Bites,"Chinese, Fast Food",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,0.0
15581,0,0,3.5,13,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.6
15582,0,0,3.2,7,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,2.1
15583,0,0,3.2,4,Quick Bites,"North Indian, Chinese, Kerala, Arabian",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,1.6
15584,1,1,4.7,4678,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Dine-out,Frazer Town,4.7,7.170888478512505,8.5
15585,0,1,4.3,153,Fine Dining,"American, Continental, North Indian, South Indian",2800.0,Dine-out,Frazer Town,4.0,7.937731775260109,5.0
15586,1,1,4.3,2671,Cafe,"Cafe, Continental, Italian, Burger",1200.0,Dine-out,Frazer Town,4.3,7.0909098220799835,7.9
15587,0,1,4.1,2047,Casual Dining,"North Indian, Mughlai",1600.0,Dine-out,Frazer Town,4.1,7.3783837129967145,7.6
15588,0,1,4.2,170,Casual Dining,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,Dine-out,Frazer Town,3.9,6.90875477931522,5.1
15589,0,1,4.3,597,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Dine-out,Frazer Town,4.2,7.824445930877619,6.4
15590,0,1,4.2,141,Fine Dining,"Italian, Mediterranean",2500.0,Dine-out,Frazer Town,3.9,7.824445930877619,5.0
15591,0,1,4.4,2266,Casual Dining,"American, Continental, Steak",1100.0,Dine-out,Frazer Town,4.3,7.00397413672268,7.7
15592,1,1,4.1,617,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100.0,Dine-out,Frazer Town,4.0,7.00397413672268,6.4
15593,0,1,4.2,1428,Pub,"Finger Food, North Indian",1300.0,Dine-out,Frazer Town,4.1,7.170888478512505,7.3
15594,1,1,4.5,1623,Casual Dining,"Italian, Pizza, Salad",1300.0,Dine-out,Frazer Town,4.4,7.170888478512505,7.4
15595,0,1,3.7,41,Casual Dining,"BBQ, Biryani, Continental",1500.0,Dine-out,Frazer Town,3.7,7.313886831633462,3.7
15596,1,0,3.9,117,Casual Dining,Chettinad,600.0,Dine-out,Frazer Town,3.8,6.398594934535208,4.8
15597,1,1,4.2,982,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000.0,Dine-out,Frazer Town,4.1,6.90875477931522,6.9
15598,1,0,4.0,1098,Casual Dining,"Kerala, Seafood",1300.0,Dine-out,Frazer Town,4.0,7.170888478512505,7.0
15599,0,0,4.0,25,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages",1100.0,Dine-out,Frazer Town,3.7,7.00397413672268,3.3
15600,1,0,4.3,654,"Cafe, Dessert Parlor","Cafe, Desserts",750.0,Dine-out,Frazer Town,4.2,6.621405651764134,6.5
15601,0,1,4.5,550,Casual Dining,"Malaysian, Singaporean, Thai",1800.0,Dine-out,Frazer Town,4.3,7.496097345175956,6.3
15602,0,0,4.2,164,Cafe,"Cafe, Salad, Desserts, Pizza",750.0,Dine-out,Frazer Town,3.9,6.621405651764134,5.1
15603,1,0,4.3,570,Cafe,"Cafe, Continental, Italian, Burger, Beverages",700.0,Dine-out,Frazer Town,4.1,6.55250788703459,6.3
15604,1,0,4.2,858,Casual Dining,"Thai, Asian",1800.0,Dine-out,Frazer Town,4.1,7.496097345175956,6.8
15605,0,1,4.1,80,Fine Dining,"Japanese, Chinese, Thai",3000.0,Dine-out,Frazer Town,3.8,8.006700845440367,4.4
15606,0,1,4.0,324,Lounge,"North Indian, Mughlai, Mediterranean",1300.0,Dine-out,Frazer Town,3.9,7.170888478512505,5.8
15607,1,1,4.2,475,Casual Dining,"North Indian, Chinese, Seafood",1700.0,Dine-out,Frazer Town,4.1,7.438971592395862,6.2
15608,1,0,4.1,153,Cafe,"Cafe, Italian",300.0,Dine-out,Frazer Town,3.9,5.707110264748875,5.0
15609,0,0,3.7,42,Casual Dining,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill",2000.0,Dine-out,Frazer Town,3.7,7.601402334583733,3.8
15610,1,0,4.1,391,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",600.0,Dine-out,Frazer Town,4.0,6.398594934535208,6.0
15611,1,1,4.1,765,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200.0,Dine-out,Frazer Town,4.0,7.0909098220799835,6.6
15612,1,1,4.3,860,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",1000.0,Dine-out,Frazer Town,4.2,6.90875477931522,6.8
15613,1,0,4.2,740,Cafe,"Cafe, Continental, Italian, Burger",750.0,Dine-out,Frazer Town,4.1,6.621405651764134,6.6
15614,1,0,4.3,148,Casual Dining,"Biryani, North Indian, Kebab",650.0,Dine-out,Frazer Town,4.0,6.478509642208569,5.0
15615,1,0,4.3,904,Casual Dining,Japanese,2000.0,Dine-out,Frazer Town,4.2,7.601402334583733,6.8
15616,0,1,3.9,49,Fine Dining,North Indian,3000.0,Dine-out,Frazer Town,3.7,8.006700845440367,3.9
15617,1,1,4.3,226,"Bar, Casual Dining",Asian,2000.0,Dine-out,Frazer Town,4.0,7.601402334583733,5.4
15618,1,0,4.0,176,Casual Dining,"Biryani, Kebab",750.0,Dine-out,Frazer Town,3.8,6.621405651764134,5.2
15619,1,0,3.9,462,"Cafe, Casual Dining","Cafe, American, Continental, Steak",800.0,Dine-out,Frazer Town,3.8,6.68586094706836,6.1
15620,1,1,4.1,1852,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Dine-out,Frazer Town,4.1,6.478509642208569,7.5
15621,1,0,4.3,1133,Cafe,"Cafe, Fast Food, Burger",800.0,Dine-out,Frazer Town,4.2,6.68586094706836,7.0
15622,0,0,3.9,183,Casual Dining,"North Indian, Continental, South Indian",2200.0,Dine-out,Frazer Town,3.8,7.696667081526462,5.2
15623,1,0,3.6,95,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650.0,Dine-out,Frazer Town,3.7,6.478509642208569,4.6
15624,1,1,4.0,378,Casual Dining,"North Indian, Chinese, Healthy Food",850.0,Dine-out,Frazer Town,3.9,6.7464121285733745,5.9
15625,1,0,3.7,66,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,4.2
15626,1,0,4.2,432,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek, Beverages",700.0,Dine-out,Frazer Town,4.0,6.55250788703459,6.1
15627,1,0,3.7,161,Casual Dining,"Chinese, Thai",700.0,Dine-out,Frazer Town,3.7,6.55250788703459,5.1
15628,0,0,4.2,115,"Casual Dining, Cafe","Lebanese, Mediterranean, Cafe",1000.0,Dine-out,Frazer Town,3.9,6.90875477931522,4.8
15629,0,0,2.7,402,Pub,"North Indian, Chinese",1000.0,Dine-out,Frazer Town,3.0,6.90875477931522,6.0
15630,1,0,3.3,200,Casual Dining,Chinese,700.0,Dine-out,Frazer Town,3.5,6.55250788703459,5.3
15631,1,0,4.1,402,Casual Dining,"North Indian, Mughlai, Arabian, Chinese",750.0,Dine-out,Frazer Town,4.0,6.621405651764134,6.0
15632,1,1,3.8,91,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0,Dine-out,Frazer Town,3.7,7.496097345175956,4.5
15633,1,0,3.4,63,Casual Dining,"North Indian, Chinese, Andhra",500.0,Dine-out,Frazer Town,3.6,6.2166061010848646,4.2
15634,1,0,3.8,207,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Dine-out,Frazer Town,3.8,5.993961427306569,5.3
15635,1,0,3.9,87,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,4.5
15636,1,1,3.8,198,Casual Dining,"Italian, European",1600.0,Dine-out,Frazer Town,3.8,7.3783837129967145,5.3
15637,0,0,3.8,29,Quick Bites,"South Indian, Biryani",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.4
15638,1,0,3.7,15,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.8
15639,1,0,4.2,255,Cafe,"Cafe, Continental, Fast Food",500.0,Dine-out,Frazer Town,4.0,6.2166061010848646,5.5
15640,1,0,3.9,104,Quick Bites,North Indian,150.0,Dine-out,Frazer Town,3.8,5.017279836814924,4.7
15641,1,0,3.5,86,Casual Dining,"Chinese, North Indian",500.0,Dine-out,Frazer Town,3.6,6.2166061010848646,4.5
15642,0,0,4.0,107,Quick Bites,"Maharashtrian, North Indian",400.0,Dine-out,Frazer Town,3.8,5.993961427306569,4.7
15643,0,0,4.0,62,Lounge,Finger Food,1500.0,Dine-out,Frazer Town,3.8,7.313886831633462,4.1
15644,1,0,3.6,42,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.8
15645,1,0,4.1,205,Quick Bites,"South Indian, North Indian, Chinese, Juices",250.0,Dine-out,Frazer Town,3.9,5.5254529391317835,5.3
15646,1,0,3.6,113,Quick Bites,"North Indian, Chinese, Arabian, Biryani, Rolls",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,4.7
15647,1,0,3.5,24,Casual Dining,"North Indian, Chinese",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,3.2
15648,1,0,4.2,382,Cafe,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500.0,Dine-out,Frazer Town,4.0,6.2166061010848646,5.9
15649,1,0,3.8,31,Quick Bites,"South Indian, Beverages",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.5
15650,0,0,3.6,34,Casual Dining,"North Indian, Mughlai, Chinese",700.0,Dine-out,Frazer Town,3.7,6.55250788703459,3.6
15651,1,0,3.7,18,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.9
15652,0,0,3.8,52,Bar,"Continental, Finger Food",1300.0,Dine-out,Frazer Town,3.7,7.170888478512505,4.0
15653,1,0,3.9,134,Casual Dining,"Seafood, North Indian, Chinese",550.0,Dine-out,Frazer Town,3.8,6.311734809152915,4.9
15654,1,1,3.8,81,Casual Dining,"Chinese, Thai",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,4.4
15655,0,1,3.9,315,Cafe,"Cafe, Continental, Italian",800.0,Dine-out,Frazer Town,3.8,6.68586094706836,5.8
15656,1,0,3.7,0,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15657,1,0,3.8,37,Casual Dining,"Beverages, Cafe, Desserts, Spanish, Bakery",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.6
15658,1,0,3.5,57,Quick Bites,"Chinese, North Indian",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,4.1
15659,0,1,3.8,25,Cafe,"Cafe, North Indian, Fast Food",2200.0,Dine-out,Frazer Town,3.7,7.696667081526462,3.3
15660,1,0,3.8,51,Food Court,South Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.0
15661,1,0,3.4,7,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,2.1
15662,0,0,3.4,10,Cafe,"Cafe, Continental",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,2.4
15663,1,0,3.5,20,Cafe,"Cafe, Burger",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,3.0
15664,0,1,3.9,39,Fine Dining,Seafood,2600.0,Dine-out,Frazer Town,3.7,7.8636512654486515,3.7
15665,0,0,3.5,13,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,2.6
15666,1,0,3.7,80,Quick Bites,Arabian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.4
15667,0,0,4.0,53,Quick Bites,"Mexican, Fast Food",400.0,Dine-out,Frazer Town,3.8,5.993961427306569,4.0
15668,1,0,3.7,43,Quick Bites,"Beverages, Fast Food",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,3.8
15669,0,0,3.1,46,Casual Dining,"Asian, Continental",1000.0,Dine-out,Frazer Town,3.6,6.90875477931522,3.9
15670,0,0,4.0,44,Cafe,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,Dine-out,Frazer Town,3.8,7.00397413672268,3.8
15671,1,0,3.8,96,Cafe,"Cafe, Continental, Salad",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,4.6
15672,0,0,3.7,61,Quick Bites,"Fast Food, Rolls, Momos",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,4.1
15673,0,0,3.7,0,Quick Bites,"Biryani, Chinese, Kebab",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15674,0,0,3.8,23,Casual Dining,"North Indian, South Indian, Chinese, Fast Food",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,3.2
15675,0,0,3.9,61,Cafe,"Cafe, Fast Food",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,4.1
15676,1,0,3.2,9,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.3
15677,0,1,3.9,158,Casual Dining,"North Indian, South Indian, Italian, Continental",1100.0,Dine-out,Frazer Town,3.8,7.00397413672268,5.1
15678,0,1,3.8,52,Casual Dining,"Continental, South Indian, North Indian, Asian",1100.0,Dine-out,Frazer Town,3.7,7.00397413672268,4.0
15679,0,0,3.6,11,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.5
15680,0,0,3.8,149,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,5.0
15681,1,0,3.8,18,Cafe,Cafe,500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,2.9
15682,1,0,3.6,17,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,2.9
15683,1,0,3.1,30,Quick Bites,"North Indian, Chinese",300.0,Dine-out,Frazer Town,3.6,5.707110264748875,3.4
15684,0,0,3.6,13,Quick Bites,North Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.6
15685,0,0,3.7,0,Quick Bites,"Biryani, Fast Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15686,0,0,3.7,0,Quick Bites,"South Indian, North Indian",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15687,0,0,3.7,0,Cafe,Cafe,1000.0,Dine-out,Frazer Town,3.7,6.90875477931522,0.0
15688,0,0,3.3,6,Casual Dining,"South Indian, North Indian",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,1.9
15689,1,0,3.7,0,Casual Dining,North Indian,600.0,Dine-out,Frazer Town,3.7,6.398594934535208,0.0
15690,1,0,3.2,46,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,3.6,5.707110264748875,3.9
15691,0,0,3.2,4,Casual Dining,"Andhra, North Indian, Chinese",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,1.6
15692,0,0,3.9,119,"Casual Dining, Bar","Seafood, North Indian, Chinese",800.0,Dine-out,Frazer Town,3.8,6.68586094706836,4.8
15693,0,0,3.3,18,Quick Bites,"North Indian, Chinese",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,2.9
15694,1,0,2.9,56,Quick Bites,"Fast Food, Rolls",150.0,Dine-out,Frazer Town,3.5,5.017279836814924,4.0
15695,0,0,3.7,0,Quick Bites,"Biryani, Kebab",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,0.0
15696,1,0,3.6,27,Quick Bites,Biryani,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,3.3
15697,0,0,3.6,14,Bar,"North Indian, South Indian, Chinese, Continental",1500.0,Dine-out,Frazer Town,3.7,7.313886831633462,2.7
15698,0,0,3.1,10,Cafe,Cafe,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,2.4
15699,0,0,3.6,32,Quick Bites,"Mughlai, North Indian",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.5
15700,1,0,2.8,40,Food Court,"Tibetan, Momos",400.0,Dine-out,Frazer Town,3.5,5.993961427306569,3.7
15701,1,0,3.7,0,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15702,0,0,3.3,7,Quick Bites,"North Indian, Chinese, Fast Food",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,2.1
15703,0,0,3.7,0,Quick Bites,Biryani,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15704,0,0,3.7,0,Quick Bites,"Biryani, Fast Food",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15705,0,0,3.3,4,Quick Bites,"Fast Food, Beverages",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,1.6
15706,0,0,3.7,0,Quick Bites,"Biryani, North Indian, Kebab",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,0.0
15707,0,0,3.7,0,Quick Bites,"Mediterranean, European, Healthy Food",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,0.0
15708,0,0,3.2,13,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.6
15709,1,0,3.3,33,Quick Bites,"Fast Food, Burger",500.0,Dine-out,Frazer Town,3.6,6.2166061010848646,3.5
15710,1,0,3.5,18,Quick Bites,"North Indian, Chinese, Arabian, Rolls",550.0,Dine-out,Frazer Town,3.7,6.311734809152915,2.9
15711,1,0,3.4,8,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,2.2
15712,1,0,3.4,24,"Bakery, Quick Bites","Bakery, Desserts",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.2
15713,0,0,3.4,12,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,2.6
15714,0,0,3.3,6,Quick Bites,"North Indian, Mithai",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.9
15715,0,0,3.7,0,Food Truck,"BBQ, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15716,0,0,3.7,0,Quick Bites,"South Indian, Biryani, Chinese, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15717,0,0,3.3,13,Casual Dining,"North Indian, Continental, South Indian",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,2.6
15718,0,0,3.7,0,Quick Bites,"Mughlai, Chinese",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15719,0,0,3.7,0,Quick Bites,"North Indian, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15720,0,0,3.7,0,Quick Bites,North Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15721,0,0,3.7,0,Quick Bites,"South Indian, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15722,0,0,3.7,0,Quick Bites,Biryani,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15723,0,0,3.7,0,Quick Bites,"Street Food, Fast Food, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15724,0,0,3.7,0,Quick Bites,"Kebab, Biryani",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15725,0,0,3.7,0,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15726,0,0,3.7,0,Quick Bites,"North Indian, Fast Food, Beverages",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15727,0,0,3.7,0,Quick Bites,"Fast Food, Biryani",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15728,1,0,3.7,0,"Takeaway, Delivery","North Indian, Chinese",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15729,0,0,3.7,0,Quick Bites,Mughlai,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15730,1,0,3.7,0,Quick Bites,"Maharashtrian, Mughlai, Fast Food",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15731,0,0,3.6,27,Quick Bites,"South Indian, Chinese, Fast Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.3
15732,0,0,3.5,10,Quick Bites,Kerala,250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,2.4
15733,0,0,3.2,11,Quick Bites,"South Indian, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.5
15734,0,0,3.1,4,Quick Bites,"Fast Food, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.6
15735,0,0,3.3,4,Quick Bites,"Juices, Desserts",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,1.6
15736,0,0,3.1,11,Quick Bites,"Kerala, South Indian",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.5
15737,0,0,3.1,6,Quick Bites,"Biryani, Kebab",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,1.9
15738,0,0,3.2,4,Quick Bites,North Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,1.6
15739,0,0,3.0,25,Quick Bites,"North Indian, Chinese",400.0,Dine-out,Frazer Town,3.6,5.993961427306569,3.3
15740,0,0,3.5,17,Quick Bites,"Street Food, North Indian",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.9
15741,0,0,3.7,0,Quick Bites,"Juices, Fast Food",100.0,Dine-out,Frazer Town,3.7,4.61512051684126,0.0
15742,0,0,3.4,7,Quick Bites,Street Food,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.1
15743,0,0,3.7,0,Quick Bites,"South Indian, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15744,0,0,3.7,0,Quick Bites,Fast Food,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15745,0,0,3.7,0,Quick Bites,South Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15746,0,0,3.7,0,Quick Bites,"Biryani, North Indian",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15747,0,0,3.7,0,Quick Bites,"Chinese, North Indian, Fast Food",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,0.0
15748,0,0,3.7,0,Quick Bites,"South Indian, Chinese, North Indian",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15749,1,0,2.8,56,Quick Bites,"South Indian, Street Food, Chinese, Fast Food",400.0,Dine-out,Frazer Town,3.5,5.993961427306569,4.0
15750,1,0,3.7,0,Quick Bites,"American, Continental",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,0.0
15751,0,0,3.6,24,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,3.2
15752,0,0,3.1,10,Casual Dining,"North Indian, Continental, Finger Food",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,2.4
15753,0,0,4.0,580,"Pub, Casual Dining","Continental, North Indian, Chinese",1500.0,Drinks & nightlife,Frazer Town,3.9,7.313886831633462,6.4
15754,0,0,3.6,31,Lounge,"Chinese, Continental, North Indian",1400.0,Drinks & nightlife,Frazer Town,3.7,7.244941546337007,3.5
15755,0,0,3.4,6,Bar,"South Indian, North Indian",700.0,Drinks & nightlife,Frazer Town,3.7,6.55250788703459,1.9
15756,1,1,4.7,4678,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Drinks & nightlife,Frazer Town,4.7,7.170888478512505,8.5
15757,0,1,4.3,597,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Drinks & nightlife,Frazer Town,4.2,7.824445930877619,6.4
15758,0,1,4.2,1428,Pub,"Finger Food, North Indian",1300.0,Drinks & nightlife,Frazer Town,4.1,7.170888478512505,7.3
15759,0,1,4.0,324,Lounge,"North Indian, Mughlai, Mediterranean",1300.0,Drinks & nightlife,Frazer Town,3.9,7.170888478512505,5.8
15760,0,0,2.7,402,Pub,"North Indian, Chinese",1000.0,Drinks & nightlife,Frazer Town,3.0,6.90875477931522,6.0
15761,0,0,4.0,62,Lounge,Finger Food,1500.0,Drinks & nightlife,Frazer Town,3.8,7.313886831633462,4.1
15762,0,0,3.8,52,Bar,"Continental, Finger Food",1300.0,Drinks & nightlife,Frazer Town,3.7,7.170888478512505,4.0
15763,0,0,3.6,14,Bar,"North Indian, South Indian, Chinese, Continental",1500.0,Drinks & nightlife,Frazer Town,3.7,7.313886831633462,2.7
15764,0,0,4.0,580,"Pub, Casual Dining","Continental, North Indian, Chinese",1500.0,Pubs and bars,Frazer Town,3.9,7.313886831633462,6.4
15765,0,0,3.8,61,"Casual Dining, Pub","Chinese, Finger Food, North Indian, Seafood",1000.0,Pubs and bars,Frazer Town,3.7,6.90875477931522,4.1
15766,1,1,4.0,188,"Casual Dining, Bar","North Indian, Lucknowi",1300.0,Pubs and bars,Frazer Town,3.8,7.170888478512505,5.2
15767,0,0,3.4,6,Bar,"South Indian, North Indian",700.0,Pubs and bars,Frazer Town,3.7,6.55250788703459,1.9
15768,1,1,4.7,4678,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Pubs and bars,Frazer Town,4.7,7.170888478512505,8.5
15769,0,1,4.3,597,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Pubs and bars,Frazer Town,4.2,7.824445930877619,6.4
15770,0,1,4.2,1428,Pub,"Finger Food, North Indian",1300.0,Pubs and bars,Frazer Town,4.1,7.170888478512505,7.3
15771,1,1,4.2,982,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000.0,Pubs and bars,Frazer Town,4.1,6.90875477931522,6.9
15772,1,1,4.1,765,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200.0,Pubs and bars,Frazer Town,4.0,7.0909098220799835,6.6
